iter,time,freq,theta,wall_position, q1,wallF1,TopWallF1,ball_cg_corrected, ball_centroid,PLL_amp, PLL_phase,q1_ke,ball_ke
313110,0.00013973478748877493,2504.890753,2.193939870983933,0.0001165469,0.0001165469,3.6595,4.4894e+05,-7.50687e-05,-7.11765443e-05,2.56436e-09,0.282263,0.03953,0.00055572
322056,0.00014372720998844914,2504.890753,2.2568034776023036,0.0001210614,0.0001210614,4.3665,4.4894e+05,-7.79613e-05,-7.41010813e-05,2.83383e-09,0.247016,0.038046,0.00053524
331002,0.00014771963248812336,2504.890753,2.3196670842206744,0.000125483,0.000125483,5.0871,4.4894e+05,-8.0795e-05,-7.69718467e-05,3.12088e-09,0.211917,0.036376,0.00051181
339948,0.00015171205498779757,2504.890753,2.382530690839045,0.000129799,0.000129799,5.6941,4.4894e+05,-8.35613e-05,-7.97758684e-05,3.42578e-09,0.176973,0.034537,0.00048613
348894,0.0001557044774874718,2504.890753,2.445394297457416,0.000133997,0.000133997,6.2964,4.4894e+05,-8.62527e-05,-8.25053525e-05,3.74877e-09,0.142188,0.032553,0.00045862
357840,0.000159696899987146,2504.890753,2.5082579040757866,0.0001380648,0.0001380648,6.956,4.4894e+05,-8.8861e-05,-8.51547604e-05,4.09e-09,0.10757,0.030445,0.00042898
366786,0.00016368932248682022,2504.890753,2.5711215106941574,0.0001419907,0.0001419907,7.4856,4.4894e+05,-9.13787e-05,-8.7716608e-05,4.44961e-09,0.0731236,0.028237,0.00039821
375732,0.00016768174498649443,2504.890753,2.633985117312528,0.0001457633,0.0001457633,8.1438,4.4894e+05,-9.37982e-05,-9.01769351e-05,4.82765e-09,0.0388554,0.025957,0.00036574
384678,0.00017167416748616865,2504.890753,2.696848723930899,0.0001493717,0.0001493717,8.4169,4.4894e+05,-9.61123e-05,-9.25352442e-05,5.22412e-09,0.00477149,0.023628,0.00033326
393624,0.00017566658998584286,2504.890753,2.7597123305492697,0.0001528055,0.0001528055,9.1004,4.4894e+05,-9.8314e-05,-9.47799946e-05,5.63897e-09,-0.0291216,0.02128,0.00029984
402570,0.00017965901248551708,2504.890753,2.8225759371676404,0.0001560548,0.0001560548,9.3717,4.4894e+05,-0.000100397,-9.68994678e-05,6.0721e-09,-0.0628175,0.018939,0.00026703
411516,0.0001836514349851913,2504.890753,2.885439543786011,0.0001591102,0.0001591102,9.8987,4.4894e+05,-0.000102356,-9.88942107e-05,6.52334e-09,-0.0963096,0.016631,0.00023456
420462,0.0001876438574848655,2504.890753,2.948303150404382,0.000161963,0.000161963,10.358,4.4894e+05,-0.000104184,-0.000100757521,6.99246e-09,-0.129591,0.014385,0.00020288
429408,0.00019163627998453972,2504.890753,3.0111667570227527,0.0001646049,0.0001646049,10.833,4.4894e+05,-0.000105878,-0.000102481918,7.47919e-09,-0.162655,0.012225,0.00017247
438354,0.00019562870248421394,2504.890753,3.0740303636411235,0.0001670283,0.0001670283,11.195,4.4894e+05,-0.000107431,-0.00010406547,7.98317e-09,-0.195495,0.010176,0.00014354
447300,0.00019962112498388815,2504.890753,3.1368939702594942,0.0001692264,0.0001692264,11.49,4.4894e+05,-0.000108839,-0.000105503385,8.50403e-09,-0.228103,0.0082623,0.00011658
456246,0.00020361354748356237,2504.890753,3.199757576877865,0.0001711926,0.0001711926,11.776,4.4894e+05,-0.000110099,-0.000106794197,9.04132e-09,-0.260472,0.0065056,9.1892e-05
465192,0.00020760596998323658,2504.890753,3.2626211834962358,0.0001729215,0.0001729215,12.116,4.4894e+05,-0.000111208,-0.00010793751,9.59454e-09,-0.292595,0.0049263,6.9879e-05
474138,0.0002115983924829108,2504.890753,3.3254847901146065,0.0001744082,0.0001744082,12.524,4.4894e+05,-0.000112162,-0.000108921747,1.01631e-08,-0.324464,0.0035426,5.0199e-05
483084,0.000215590814982585,2504.890753,3.3883483967329773,0.0001756483,0.0001756483,12.491,4.4894e+05,-0.000112957,-0.000109745144,1.07465e-08,-0.356072,0.0023697,3.389e-05
492030,0.00021958323748225923,2504.890753,3.451212003351348,0.0001766383,0.0001766383,12.867,4.4894e+05,-0.000113593,-0.000110405846,1.13441e-08,-0.38741,0.0014215,2.0473e-05
500976,0.00022357565998193344,2504.890753,3.514075609969719,0.0001773755,0.0001773755,12.944,4.4894e+05,-0.000114067,-0.000110905303,1.19551e-08,-0.418472,0.00070863,1.0437e-05
509922,0.00022756808248160766,2504.890753,3.5769392165880896,0.0001778579,0.0001778579,13.032,4.4894e+05,-0.000114377,-0.000111243499,1.25789e-08,-0.449248,0.00023911,3.7872e-06
518868,0.00023156050498128187,2504.890753,3.6398028232064603,0.0001780839,0.0001780839,13.018,4.4894e+05,-0.000114524,-0.000111422241,1.32147e-08,-0.479731,1.8179e-05,6.5576e-07
527814,0.0002355529274809561,2504.890753,3.702666429824831,0.0001780533,0.0001780533,13.882,4.4894e+05,-0.000114506,-0.000111434616,1.38617e-08,-0.509913,4.81e-05,1.0419e-06
536760,0.0002395453499806303,2504.890753,3.765530036443202,0.0001777662,0.0001777662,14.386,4.4894e+05,-0.000114324,-0.000111278393,1.45191e-08,-0.539785,0.0003278,4.9408e-06
545706,0.00024353777248030452,2504.890753,3.8283936430615726,0.0001772238,0.0001772238,14.145,4.4894e+05,-0.000113978,-0.000110954446,1.51861e-08,-0.569339,0.00085392,1.2228e-05
554652,0.00024753019497997876,2504.890753,3.891257249679944,0.0001764275,0.0001764275,14.372,4.4894e+05,-0.00011347,-0.000110468238,1.58618e-08,-0.598566,0.0016198,2.2994e-05
563598,0.000251522617479653,2504.890753,3.9541208562983146,0.0001753799,0.0001753799,13.934,4.4894e+05,-0.0001128,-0.000109816983,1.65454e-08,-0.627458,0.0026169,3.6872e-05
572544,0.0002555150399793272,2504.890753,4.016984462916686,0.0001740839,0.0001740839,13.878,4.4894e+05,-0.000111972,-0.000109008454,1.7236e-08,-0.656006,0.0038332,5.406e-05
581490,0.0002595074624790014,2504.890753,4.079848069535061,0.0001725434,0.0001725434,13.411,4.4894e+05,-0.000110987,-0.000108041115,1.79326e-08,-0.684201,0.0052548,7.3711e-05
590436,0.0002634998849786756,2504.890753,4.142711676153437,0.0001707629,0.0001707629,13.492,4.4894e+05,-0.000109849,-0.000106920304,1.86345e-08,-0.712036,0.0068642,9.6581e-05
599382,0.00026749230747834984,2504.890753,4.205575282771812,0.0001687477,0.0001687477,12.826,4.4894e+05,-0.00010856,-0.00010565146,1.93407e-08,-0.7395,0.008644,0.00012126
608328,0.00027148472997802405,2504.890753,4.268438889390187,0.0001665036,0.0001665036,12.658,4.4894e+05,-0.000107124,-0.00010423162,2.00504e-08,-0.766587,0.010572,0.0001485
617274,0.00027547715247769827,2504.890753,4.331302496008562,0.0001640371,0.0001640371,12.168,4.4894e+05,-0.000105546,-0.000102666621,2.07627e-08,-0.793286,0.012627,0.00017725
626220,0.0002794695749773725,2504.890753,4.394166102626937,0.0001613555,0.0001613555,11.802,4.4894e+05,-0.000103831,-0.000100961304,2.14768e-08,-0.81959,0.014785,0.00020754
635166,0.0002834619974770467,2504.890753,4.457029709245313,0.0001584665,0.0001584665,11.297,4.4894e+05,-0.000101982,-9.91226769e-05,2.21919e-08,-0.845491,0.01702,0.00023888
644112,0.0002874544199767209,2504.890753,4.519893315863688,0.0001553786,0.0001553786,10.832,4.4894e+05,-0.000100007,-9.71545853e-05,2.29072e-08,-0.870979,0.019307,0.00027077
653058,0.0002914468424763951,2504.890753,4.582756922482063,0.0001521008,0.0001521008,10.465,4.4894e+05,-9.79093e-05,-9.50647125e-05,2.36219e-08,-0.896047,0.021618,0.00030354
662004,0.00029543926497606934,2504.890753,4.645620529100438,0.0001486426,0.0001486426,9.7071,4.4894e+05,-9.56964e-05,-9.28567815e-05,2.43353e-08,-0.920688,0.023928,0.00033568
670950,0.00029943168747574356,2504.890753,4.708484135718813,0.000145014,0.000145014,9.2294,4.4894e+05,-9.33743e-05,-9.05399683e-05,2.50468e-08,-0.944893,0.02621,0.00036784
679896,0.00030342410997541777,2504.890753,4.771347742337189,0.0001412257,0.0001412257,8.4649,4.4894e+05,-9.09501e-05,-8.81219027e-05,2.57558e-08,-0.968655,0.028437,0.00039885
688842,0.000307416532475092,2504.890753,4.834211348955564,0.0001372885,0.0001372885,7.9845,4.4894e+05,-8.84307e-05,-8.56105489e-05,2.64616e-08,-0.991968,0.030583,0.00042911
697788,0.0003114089549747662,2504.890753,4.897074955573939,0.0001332139,0.0001332139,7.2624,4.4894e+05,-8.58234e-05,-8.30108674e-05,2.71638e-08,-1.01482,0.032623,0.00045751
706734,0.0003154013774744404,2504.890753,4.959938562192314,0.0001290137,0.0001290137,6.7237,4.4894e+05,-8.31358e-05,-8.03286388e-05,2.78618e-08,-1.03722,0.034534,0.0004845
715680,0.00031939379997411463,2504.890753,5.022802168810689,0.0001247002,0.0001247002,5.9657,4.4894e+05,-8.03754e-05,-7.75729536e-05,2.85554e-08,-1.05915,0.036294,0.00050908
724626,0.00032338622247378885,2504.890753,5.085665775429065,0.0001202859,0.0001202859,5.323,4.4894e+05,-7.75503e-05,-7.47518639e-05,2.9244e-08,-1.0806,0.037882,0.00053144
733572,0.00032737864497346306,2504.890753,5.14852938204744,0.0001157835,0.0001157835,4.5913,4.4894e+05,-7.46689e-05,-7.18728881e-05,2.99275e-08,-1.10158,0.03928,0.00055113
742518,0.0003313710674731373,2504.890753,5.211392988665815,0.000111206,0.000111206,3.8529,4.4894e+05,-7.17395e-05,-6.89438434e-05,3.06056e-08,-1.12207,0.040472,0.00056776
751464,0.0003353634899728115,2504.890753,5.27425659528419,0.0001065669,0.0001065669,3.1821,4.4894e+05,-6.87705e-05,-6.59743917e-05,3.12782e-08,-1.14208,0.041444,0.00058152
760410,0.0003393559124724857,2504.890753,5.337120201902565,0.0001018795,0.0001018795,2.3945,4.4894e+05,-6.57706e-05,-6.29734935e-05,3.19451e-08,-1.16161,0.042185,0.00059174
769356,0.0003433483349721599,2504.890753,5.399983808520941,9.71573e-05,9.71573e-05,1.7123,4.4894e+05,-6.27485e-05,-5.99506742e-05,3.26064e-08,-1.18065,0.042686,0.00059901
778302,0.00034734075747183414,2504.890753,5.462847415139316,9.24141e-05,9.24141e-05,0.876,4.4894e+05,-5.97128e-05,-5.69108728e-05,3.3262e-08,-1.19919,0.042943,0.00060246
787248,0.00035133317997150835,2504.890753,5.525711021757691,8.76636e-05,8.76636e-05,0.24746,4.4894e+05,-5.66722e-05,-5.38641087e-05,3.3912e-08,-1.21725,0.04295,0.00060281
796194,0.00035532560247118257,2504.890753,5.588574628376066,8.291954e-05,8.291954e-05,-0.58372,4.4895e+05,-5.36356e-05,-5.08210551e-05,3.45566e-08,-1.23483,0.04271,0.00059929
805140,0.0003593180249708568,2504.890753,5.651438234994441,7.819566e-05,7.819566e-05,-1.2552,4.4895e+05,-5.06117e-05,-4.77879662e-05,3.5196e-08,-1.25192,0.042224,0.00059277
814086,0.000363310447470531,2504.890753,5.714301841612817,7.350562e-05,7.350562e-05,-2.0376,4.4895e+05,-4.76091e-05,-4.47738995e-05,3.58305e-08,-1.26852,0.041498,0.00058264
823032,0.0003673028699702052,2504.890753,5.777165448231192,6.886298e-05,6.886298e-05,-2.7239,4.4895e+05,-4.46363e-05,-4.17841426e-05,3.64602e-08,-1.28465,0.040541,0.00056948
831978,0.0003712952924698794,2504.890753,5.840029054849567,6.428118e-05,6.428118e-05,-3.4387,4.4895e+05,-4.17019e-05,-3.88291274e-05,3.70857e-08,-1.30031,0.039364,0.00055321
840924,0.00037528771496955364,2504.890753,5.902892661467942,5.977346e-05,5.977346e-05,-4.101,4.4895e+05,-3.88141e-05,-3.59149333e-05,3.77072e-08,-1.3155,0.03798,0.0005341
849870,0.00037928013746922786,2504.890753,5.965756268086317,5.535286e-05,5.535286e-05,-4.7831,4.4895e+05,-3.59814e-05,-3.30494901e-05,3.83252e-08,-1.33023,0.036406,0.00051221
858816,0.00038327255996890207,2504.890753,6.028619874704693,5.103218e-05,5.103218e-05,-5.3754,4.4895e+05,-3.32119e-05,-3.02411717e-05,3.894e-08,-1.34452,0.034659,0.00048801
867762,0.0003872649824685763,2504.890753,6.091483481323068,4.682388e-05,4.682388e-05,-6.0484,4.4895e+05,-3.05135e-05,-2.74965991e-05,3.95523e-08,-1.35836,0.03276,0.00046155
876708,0.0003912574049682505,2504.890753,6.154347087941443,4.274013e-05,4.274013e-05,-6.6237,4.4895e+05,-2.78945e-05,-2.48275443e-05,4.01623e-08,-1.37177,0.030731,0.00043319
885654,0.0003952498274679247,2504.890753,6.217210694559818,3.879274e-05,3.879274e-05,-7.2526,4.4895e+05,-2.53622e-05,-2.22415966e-05,4.07707e-08,-1.38475,0.028595,0.0004032
894600,0.00039924224996759893,2504.890753,6.280074301178193,3.49931e-05,3.49931e-05,-7.6867,4.4895e+05,-2.29246e-05,-1.97491005e-05,4.13778e-08,-1.39733,0.026377,0.00037218
903546,0.00040323467246727315,2504.890753,6.342937907796569,3.13522e-05,3.13522e-05,-8.18,4.4895e+05,-2.05894e-05,-1.73571948e-05,4.19842e-08,-1.40952,0.024103,0.00034003
912492,0.00040722709496694736,2504.890753,6.405801514414944,2.788054e-05,2.788054e-05,-8.7338,4.4895e+05,-1.83628e-05,-1.50734744e-05,4.25903e-08,-1.42132,0.021799,0.00030764
921438,0.0004112195174666216,2504.890753,6.468665121033319,2.458816e-05,2.458816e-05,-9.2814,4.4895e+05,-1.62506e-05,-1.29037124e-05,4.31966e-08,-1.43275,0.019491,0.00027523
930384,0.0004152119399662958,2504.890753,6.531528727651694,2.14845e-05,2.14845e-05,-9.6882,4.4895e+05,-1.42599e-05,-1.08601067e-05,4.38034e-08,-1.44382,0.017207,0.00024288
939330,0.00041920436246597,2504.890753,6.594392334270069,1.857855e-05,1.857855e-05,-10.052,4.4895e+05,-1.23961e-05,-8.94728389e-06,4.44112e-08,-1.45455,0.014973,0.00021144
948276,0.0004231967849656442,2504.890753,6.657255940888445,1.587867e-05,1.587867e-05,-10.526,4.4895e+05,-1.06647e-05,-7.16756192e-06,4.50204e-08,-1.46496,0.012814,0.00018101
957222,0.00042718920746531844,2504.890753,6.72011954750682,1.33926e-05,1.33926e-05,-11.041,4.4895e+05,-9.07105e-06,-5.53008556e-06,4.56312e-08,-1.47504,0.010756,0.00015151
966168,0.00043118162996499265,2504.890753,6.782983154125195,1.112751e-05,1.112751e-05,-11.009,4.4895e+05,-7.61907e-06,-4.03673419e-06,4.6244e-08,-1.48483,0.0088205,0.00012474
975114,0.00043517405246466687,2504.890753,6.84584676074357,9.089899e-06,9.089899e-06,-11.672,4.4895e+05,-6.31266e-06,-2.69655119e-06,4.68589e-08,-1.49434,0.0070327,9.9433e-05
984060,0.0004391664749643411,2504.890753,6.908710367361945,7.285588e-06,7.285588e-06,-11.782,4.4895e+05,-5.15599e-06,-1.50726722e-06,4.74762e-08,-1.50356,0.0054114,7.6723e-05
993006,0.0004431588974640153,2504.890753,6.971573973980321,5.719753e-06,5.719753e-06,-12.132,4.4895e+05,-4.15166e-06,-4.7978587e-07,4.80961e-08,-1.51253,0.0039759,5.6553e-05
1001952,0.0004471513199636895,2504.890753,7.034437580598696,4.396828e-06,4.396828e-06,-12.5,4.4895e+05,-3.30293e-06,3.88590153e-07,4.87185e-08,-1.52125,0.0027425,3.9129e-05
1010898,0.0004511437424633637,2504.890753,7.097301187217071,3.320565e-06,3.320565e-06,-12.564,4.4895e+05,-2.61238e-06,1.09215304e-06,4.93437e-08,-1.52974,0.001725,2.4839e-05
1019844,0.00045513616496303794,2504.890753,7.160164793835446,2.494045e-06,2.494045e-06,-12.797,4.4895e+05,-2.08197e-06,1.63130496e-06,4.99716e-08,-1.53799,0.00093519,1.3591e-05
1028790,0.00045912858746271216,2504.890753,7.223028400453821,1.919593e-06,1.919593e-06,-12.655,4.4895e+05,-1.71309e-06,2.00729095e-06,5.06023e-08,-1.54603,0.00038183,5.8672e-06
1037736,0.00046312100996238637,2504.890753,7.285892007072197,1.598798e-06,1.598798e-06,-13.003,4.4895e+05,-1.50662e-06,2.2267245e-06,5.12356e-08,-1.55387,7.1392e-05,1.4161e-06
1046682,0.0004671134324620606,2504.890753,7.348755613690572,1.532514e-06,1.532514e-06,-13.2,4.4895e+05,-1.46301e-06,2.29069259e-06,5.18715e-08,-1.5615,7.0815e-06,4.87e-07
1055628,0.0004711058549617348,2504.890753,7.411619220308947,1.720641e-06,1.720641e-06,-14.026,4.4895e+05,-1.58198e-06,2.19189392e-06,5.25099e-08,-1.56894,0.0001891,2.9925e-06
1064574,0.000475098277461409,2504.890753,7.474482826927322,2.162487e-06,2.162487e-06,-14.199,4.4895e+05,-1.86307e-06,1.93397902e-06,5.31507e-08,-1.57619,0.00061485,8.9624e-06
1073520,0.00047909069996108323,2504.890753,7.537346433545697,2.856687e-06,2.856687e-06,-13.849,4.4895e+05,-2.30553e-06,1.51370166e-06,5.37938e-08,-1.58325,0.0012794,1.8137e-05
1082466,0.00048308312246075745,2504.890753,7.600210040164073,3.801163e-06,3.801163e-06,-13.917,4.4895e+05,-2.90843e-06,9.29396668e-07,5.4439e-08,-1.59014,0.0021747,3.073e-05
1091412,0.00048707554496043166,2504.890753,7.663073646782448,4.993139e-06,4.993139e-06,-13.653,4.4895e+05,-3.66943e-06,1.9086958e-07,5.50863e-08,-1.59684,0.0032903,4.6403e-05
1100358,0.0004910679674604444,2504.890753,7.725937253405803,6.429099e-06,6.429099e-06,-13.332,4.4895e+05,-4.5866e-06,-7.06054906e-07,5.57354e-08,-1.60338,0.0046133,6.4803e-05
1109304,0.0004950603899606036,2504.890753,7.788800860031808,8.104819e-06,8.104819e-06,-13.211,4.4895e+05,-5.65708e-06,-1.7548558e-06,5.63864e-08,-1.60973,0.0061278,8.6074e-05
1118250,0.0004990528124607628,2504.890753,7.851664466657812,1.001538e-05,1.001538e-05,-13.037,4.4895e+05,-6.8782e-06,-2.95141555e-06,5.70392e-08,-1.61591,0.0078161,0.00010978
1127196,0.000503045234960922,2504.890753,7.914528073283817,1.215512e-05,1.215512e-05,-12.842,4.4895e+05,-8.24655e-06,-4.2963365e-06,5.76936e-08,-1.62191,0.0096585,0.00013558
1136142,0.0005070376574610811,2504.890753,7.977391679909822,1.451781e-05,1.451781e-05,-12.29,4.4895e+05,-9.75749e-06,-5.78161075e-06,5.83499e-08,-1.62774,0.011634,0.0001632
1145088,0.0005110300799612403,2504.890753,8.040255286535832,1.709659e-05,1.709659e-05,-11.855,4.4895e+05,-1.14067e-05,-7.40673469e-06,5.9008e-08,-1.63338,0.01372,0.00019257
1154034,0.0005150225024613995,2504.890753,8.103118893161845,1.988397e-05,1.988397e-05,-11.333,4.4895e+05,-1.31891e-05,-9.16076158e-06,5.9668e-08,-1.63884,0.015891,0.00022286
1162980,0.0005190149249615587,2504.890753,8.165982499787859,2.287182e-05,2.287182e-05,-10.995,4.4895e+05,-1.50999e-05,-1.10465895e-05,6.03302e-08,-1.64411,0.018123,0.00025427
1171926,0.0005230073474617178,2504.890753,8.228846106413872,2.605139e-05,2.605139e-05,-10.646,4.4895e+05,-1.71339e-05,-1.30657432e-05,6.09947e-08,-1.6492,0.020388,0.00028624
1180872,0.000526999769961877,2504.890753,8.291709713039886,2.941345e-05,2.941345e-05,-9.785,4.4895e+05,-1.92849e-05,-1.52056292e-05,6.1662e-08,-1.65409,0.022663,0.00031777
1189818,0.0005309921924620362,2504.890753,8.3545733196659,3.294824e-05,3.294824e-05,-9.5764,4.4895e+05,-2.15467e-05,-1.74621768e-05,6.23325e-08,-1.65879,0.024919,0.00034995
1198764,0.0005349846149621954,2504.890753,8.417436926291913,3.664549e-05,3.664549e-05,-8.6489,4.4895e+05,-2.39125e-05,-1.98255209e-05,6.30066e-08,-1.66329,0.027132,0.00038044
1207710,0.0005389770374623546,2504.890753,8.480300532917926,4.049446e-05,4.049446e-05,-8.3469,4.4895e+05,-2.63752e-05,-2.22824102e-05,6.36849e-08,-1.66759,0.029273,0.00041093
1216656,0.0005429694599625137,2504.890753,8.54316413954394,4.448394e-05,4.448394e-05,-7.5639,4.4895e+05,-2.8928e-05,-2.48303212e-05,6.43681e-08,-1.67169,0.031321,0.0004393
1225602,0.0005469618824626729,2504.890753,8.606027746169953,4.860237e-05,4.860237e-05,-6.9794,4.4895e+05,-3.15636e-05,-2.74641337e-05,6.50569e-08,-1.6756,0.03325,0.0004666
1234548,0.0005509543049628321,2504.890753,8.668891352795967,5.28378e-05,5.28378e-05,-6.3439,4.4895e+05,-3.42743e-05,-3.01763611e-05,6.57522e-08,-1.6793,0.035038,0.00049188
1243494,0.0005549467274629913,2504.890753,8.73175495942198,5.717794e-05,5.717794e-05,-5.5512,4.4895e+05,-3.70522e-05,-3.29592128e-05,6.64547e-08,-1.68281,0.036665,0.00051445
