iter,time,freq,theta,wall_position, q1,wallF1,TopWallF1,ball_cg_corrected, ball_centroid,PLL_amp, PLL_phase,q1_ke,ball_ke
536760,0.0002395453499806303,2504.890753,3.765530036443202,0.0001777542,0.0001777542,14.255,2.7048e+05,-0.000114242,-0.000110779738,1.45179e-08,-0.539788,0.00032783,5.0579e-06
545706,0.00024353777248030452,2504.890753,3.8283936430615726,0.0001772117,0.0001772117,14.063,2.7048e+05,-0.000113897,-0.000110458954,1.51849e-08,-0.569342,0.00085392,1.232e-05
554652,0.00024753019497997876,2504.890753,3.891257249679944,0.0001764155,0.0001764155,14.238,2.7048e+05,-0.000113389,-0.000109974161,1.58605e-08,-0.598569,0.0016198,2.3061e-05
563598,0.000251522617479653,2504.890753,3.9541208562983146,0.0001753679,0.0001753679,14.108,2.7048e+05,-0.000112721,-0.000109327105,1.65441e-08,-0.627462,0.0026166,3.701e-05
572544,0.0002555150399793272,2504.890753,4.016984462916686,0.000174072,0.000174072,13.911,2.7048e+05,-0.000111893,-0.000108520122,1.72346e-08,-0.65601,0.0038325,5.4056e-05
581490,0.0002595074624790014,2504.890753,4.079848069535061,0.0001725317,0.0001725317,13.531,2.7048e+05,-0.000110908,-0.000107557794,1.79312e-08,-0.684206,0.0052536,7.3915e-05
590436,0.0002634998849786756,2504.890753,4.142711676153437,0.0001707514,0.0001707514,13.342,2.7048e+05,-0.00010977,-0.000106444119,1.8633e-08,-0.712041,0.0068629,9.6488e-05
599382,0.00026749230747834984,2504.890753,4.205575282771812,0.0001687364,0.0001687364,13.114,2.7049e+05,-0.000108481,-0.000105174159,1.93392e-08,-0.739506,0.0086416,0.00012144
608328,0.00027148472997802405,2504.890753,4.268438889390187,0.0001664925,0.0001664925,12.632,2.7049e+05,-0.000107046,-0.000103754322,2.00488e-08,-0.766592,0.010569,0.00014846
617274,0.00027547715247769827,2504.890753,4.331302496008562,0.0001640264,0.0001640264,12.165,2.7049e+05,-0.000105469,-0.000102190262,2.07611e-08,-0.793292,0.012624,0.00017709
626220,0.0002794695749773725,2504.890753,4.394166102626937,0.0001613452,0.0001613452,11.817,2.7049e+05,-0.000103754,-0.000100487204,2.14751e-08,-0.819596,0.014781,0.00020734
635166,0.0002834619974770467,2504.890753,4.457029709245313,0.0001584566,0.0001584566,11.447,2.7049e+05,-0.000101906,-9.865028e-05,2.21901e-08,-0.845497,0.017015,0.0002389
644112,0.0002874544199767209,2504.890753,4.519893315863688,0.0001553692,0.0001553692,10.814,2.7049e+05,-9.99305e-05,-9.66852836e-05,2.29053e-08,-0.870985,0.019301,0.00027095
653058,0.0002914468424763951,2504.890753,4.582756922482063,0.0001520918,0.0001520918,10.188,2.7049e+05,-9.78341e-05,-9.46033932e-05,2.362e-08,-0.896054,0.021613,0.00030296
662004,0.00029543926497606934,2504.890753,4.645620529100438,0.0001486341,0.0001486341,9.8481,2.7049e+05,-9.56222e-05,-9.24000696e-05,2.43334e-08,-0.920695,0.023922,0.00033541
670950,0.00029943168747574356,2504.890753,4.708484135718813,0.0001450061,0.0001450061,9.3268,2.7049e+05,-9.3301e-05,-9.00876736e-05,2.50449e-08,-0.9449,0.026202,0.00036766
679896,0.00030342410997541777,2504.890753,4.771347742337189,0.0001412183,0.0001412183,8.6098,2.7049e+05,-9.08776e-05,-8.76793766e-05,2.57538e-08,-0.968663,0.028428,0.00039864
688842,0.000307416532475092,2504.890753,4.834211348955564,0.0001372817,0.0001372817,8.0378,2.7049e+05,-8.8359e-05,-8.51704945e-05,2.64595e-08,-0.991976,0.030573,0.00042867
697788,0.0003114089549747662,2504.890753,4.897074955573939,0.0001332078,0.0001332078,7.5147,2.7049e+05,-8.57523e-05,-8.25713423e-05,2.71617e-08,-1.01483,0.032612,0.00045751
706734,0.0003154013774744404,2504.890753,4.959938562192314,0.0001290084,0.0001290084,6.8141,2.7049e+05,-8.3065e-05,-7.98912791e-05,2.78597e-08,-1.03723,0.034522,0.00048446
715680,0.00031939379997411463,2504.890753,5.022802168810689,0.0001246957,0.0001246957,6.035,2.7049e+05,-8.03051e-05,-7.71398901e-05,2.85531e-08,-1.05915,0.036281,0.00050893
724626,0.00032338622247378885,2504.890753,5.085665775429065,0.0001202821,0.0001202821,5.3822,2.7049e+05,-7.74806e-05,-7.43220339e-05,2.92417e-08,-1.08061,0.037868,0.00053106
733572,0.00032737864497346306,2504.890753,5.14852938204744,0.0001157806,0.0001157806,4.7066,2.7049e+05,-7.45996e-05,-7.14463715e-05,2.99252e-08,-1.10159,0.039265,0.00055098
742518,0.0003313710674731373,2504.890753,5.211392988665815,0.000111204,0.000111204,3.9821,2.7049e+05,-7.16708e-05,-6.85197804e-05,3.06032e-08,-1.12208,0.040456,0.00056771
751464,0.0003353634899728115,2504.890753,5.27425659528419,0.0001065658,0.0001065658,3.1843,2.7049e+05,-6.87024e-05,-6.5546866e-05,3.12758e-08,-1.14209,0.041428,0.00058109
760410,0.0003393559124724857,2504.890753,5.337120201902565,0.0001018793,0.0001018793,2.5123,2.7049e+05,-6.57029e-05,-6.25415406e-05,3.19426e-08,-1.16162,0.042168,0.00059165
769356,0.0003433483349721599,2504.890753,5.399983808520941,9.71581e-05,9.71581e-05,1.787,2.7049e+05,-6.26812e-05,-5.9512392e-05,3.26038e-08,-1.18066,0.042669,0.00059889
778302,0.00034734075747183414,2504.890753,5.462847415139316,9.241587e-05,9.241587e-05,0.95307,2.7049e+05,-5.9646e-05,-5.64709732e-05,3.32594e-08,-1.19921,0.042925,0.00060235
787248,0.00035133317997150835,2504.890753,5.525711021757691,8.766634e-05,8.766634e-05,0.17334,2.705e+05,-5.6606e-05,-5.34261903e-05,3.39094e-08,-1.21727,0.042933,0.00060234
796194,0.00035532560247118257,2504.890753,5.588574628376066,8.292324e-05,8.292324e-05,-0.48139,2.705e+05,-5.35701e-05,-5.03850687e-05,3.45539e-08,-1.23484,0.042692,0.00059921
805140,0.0003593180249708568,2504.890753,5.651438234994441,7.820032e-05,7.820032e-05,-1.2329,2.705e+05,-5.05467e-05,-4.73559301e-05,3.51933e-08,-1.25193,0.042207,0.00059261
814086,0.000363310447470531,2504.890753,5.714301841612817,7.351124e-05,7.351124e-05,-1.9766,2.705e+05,-4.75444e-05,-4.43416479e-05,3.58277e-08,-1.26854,0.041481,0.00058258
823032,0.0003673028699702052,2504.890753,5.777165448231192,6.886957e-05,6.886957e-05,-2.6694,2.705e+05,-4.45716e-05,-4.13507862e-05,3.64574e-08,-1.28467,0.040524,0.00056949
831978,0.0003712952924698794,2504.890753,5.840029054849567,6.428872e-05,6.428872e-05,-3.3363,2.705e+05,-4.1637e-05,-3.83937661e-05,3.70828e-08,-1.30032,0.039347,0.00055342
840924,0.00037528771496955364,2504.890753,5.902892661467942,5.978196e-05,5.978196e-05,-4.0484,2.705e+05,-3.87489e-05,-3.54805591e-05,3.77042e-08,-1.31552,0.037964,0.00053433
849870,0.00037928013746922786,2504.890753,5.965756268086317,5.536231e-05,5.536231e-05,-4.7914,2.705e+05,-3.59156e-05,-3.26149837e-05,3.83221e-08,-1.33025,0.03639,0.00051232
858816,0.00038327255996890207,2504.890753,6.028619874704693,5.104255e-05,5.104255e-05,-5.3018,2.705e+05,-3.31455e-05,-2.98058212e-05,3.8937e-08,-1.34453,0.034644,0.00048819
867762,0.0003872649824685763,2504.890753,6.091483481323068,4.683516e-05,4.683516e-05,-5.9124,2.705e+05,-3.04466e-05,-2.70618111e-05,3.95491e-08,-1.35837,0.032745,0.00046211
876708,0.0003912574049682505,2504.890753,6.154347087941443,4.275231e-05,4.275231e-05,-6.692,2.705e+05,-2.78268e-05,-2.43900376e-05,4.01591e-08,-1.37178,0.030717,0.00043337
885654,0.0003952498274679247,2504.890753,6.217210694559818,3.880579e-05,3.880579e-05,-7.2081,2.705e+05,-2.52939e-05,-2.17982037e-05,4.07674e-08,-1.38477,0.028583,0.00040309
894600,0.00039924224996759893,2504.890753,6.280074301178193,3.5007e-05,3.5007e-05,-7.4492,2.705e+05,-2.28559e-05,-1.92968974e-05,4.13744e-08,-1.39735,0.026365,0.00037267
903546,0.00040323467246727315,2504.890753,6.342937907796569,3.136693e-05,3.136693e-05,-8.0976,2.705e+05,-2.05197e-05,-1.68948381e-05,4.19808e-08,-1.40953,0.024091,0.00034077
912492,0.00040722709496694736,2504.890753,6.405801514414944,2.789609e-05,2.789609e-05,-8.7738,2.705e+05,-1.82916e-05,-1.45990173e-05,4.25868e-08,-1.42133,0.021788,0.00030807
921438,0.0004112195174666216,2504.890753,6.468665121033319,2.46045e-05,2.46045e-05,-9.2311,2.705e+05,-1.61772e-05,-1.24170447e-05,4.3193e-08,-1.43277,0.019482,0.00027568
930384,0.0004152119399662958,2504.890753,6.531528727651694,2.150159e-05,2.150159e-05,-9.6038,2.705e+05,-1.41842e-05,-1.03614053e-05,4.37998e-08,-1.44384,0.017199,0.00024372
939330,0.00041920436246597,2504.890753,6.594392334270069,1.859634e-05,1.859634e-05,-9.8072,2.705e+05,-1.23192e-05,-8.43858424e-06,4.44075e-08,-1.45457,0.014965,0.00021245
948276,0.0004231967849656442,2504.890753,6.657255940888445,1.589714e-05,1.589714e-05,-10.574,2.705e+05,-1.05859e-05,-6.64715232e-06,4.50166e-08,-1.46497,0.012807,0.0001818
957222,0.00042718920746531844,2504.890753,6.72011954750682,1.341172e-05,1.341172e-05,-11.023,2.705e+05,-8.98923e-06,-4.98887272e-06,4.56273e-08,-1.47506,0.01075,0.00015238
966168,0.00043118162996499265,2504.890753,6.782983154125195,1.114724e-05,1.114724e-05,-10.956,2.705e+05,-7.53418e-06,-3.47604631e-06,4.62399e-08,-1.48485,0.0088158,0.0001257
975114,0.00043517405246466687,2504.890753,6.84584676074357,9.110173e-06,9.110173e-06,-11.42,2.705e+05,-6.22532e-06,-2.11627847e-06,4.68548e-08,-1.49436,0.0070284,0.00010055
984060,0.0004391664749643411,2504.890753,6.908710367361945,7.306379e-06,7.306379e-06,-12.056,2.705e+05,-5.06651e-06,-9.12109534e-07,4.7472e-08,-1.50358,0.0054085,7.7033e-05
993006,0.0004431588974640153,2504.890753,6.971573973980321,5.74104e-06,5.74104e-06,-11.737,2.705e+05,-4.06108e-06,1.28018893e-07,4.80917e-08,-1.51255,0.0039732,5.6824e-05
1001952,0.0004471513199636895,2504.890753,7.034437580598696,4.418644e-06,4.418644e-06,-11.898,2.705e+05,-3.21229e-06,1.00589889e-06,4.87141e-08,-1.52127,0.0027398,3.9593e-05
1010898,0.0004511437424633637,2504.890753,7.097301187217071,3.342932e-06,3.342932e-06,-12.523,2.7051e+05,-2.52268e-06,1.71573497e-06,4.93391e-08,-1.52976,0.0017231,2.4866e-05
1019844,0.00045513616496303794,2504.890753,7.160164793835446,2.516983e-06,2.516983e-06,-12.517,2.705e+05,-1.9927e-06,2.26611057e-06,4.99669e-08,-1.53801,0.00093374,1.3651e-05
1028790,0.00045912858746271216,2504.890753,7.223028400453821,1.943091e-06,1.943091e-06,-12.459,2.7051e+05,-1.62391e-06,2.65435764e-06,5.05974e-08,-1.54605,0.00038093,5.98e-06
1037736,0.00046312100996238637,2504.890753,7.285892007072197,1.622816e-06,1.622816e-06,-12.678,2.7051e+05,-1.41734e-06,2.87476189e-06,5.12306e-08,-1.55389,7.0993e-05,1.6039e-06
1046682,0.0004671134324620606,2504.890753,7.348755613690572,1.557002e-06,1.557002e-06,-13.26,2.7051e+05,-1.37312e-06,2.9392886e-06,5.18664e-08,-1.56152,7.1876e-06,6.1948e-07
1055628,0.0004711058549617348,2504.890753,7.411619220308947,1.745489e-06,1.745489e-06,-14.57,2.7051e+05,-1.49243e-06,2.8390186e-06,5.25047e-08,-1.56896,0.00018939,3.1598e-06
1064574,0.000475098277461409,2504.890753,7.474482826927322,2.187552e-06,2.187552e-06,-14.078,2.7051e+05,-1.77422e-06,2.56704693e-06,5.31454e-08,-1.5762,0.00061528,8.997e-06
1073520,0.00047909069996108323,2504.890753,7.537346433545697,2.881859e-06,2.881859e-06,-14.087,2.7051e+05,-2.21733e-06,2.13930035e-06,5.37883e-08,-1.58327,0.0012796,1.8206e-05
1082466,0.00048308312246075745,2504.890753,7.600210040164073,3.826352e-06,3.826352e-06,-14.06,2.7051e+05,-2.82038e-06,1.55622477e-06,5.44334e-08,-1.59016,0.0021745,3.0869e-05
1091412,0.00048707554496043166,2504.890753,7.663073646782448,5.01825e-06,5.01825e-06,-13.656,2.7051e+05,-3.5816e-06,8.16858448e-07,5.50805e-08,-1.59686,0.0032897,4.6413e-05
1100358,0.0004910679674604444,2504.890753,7.725937253405803,6.454037e-06,6.454037e-06,-13.411,2.7051e+05,-4.49867e-06,-8.06632221e-08,5.57296e-08,-1.60339,0.004612,6.4748e-05
1109304,0.0004950603899606036,2504.890753,7.788800860031808,8.129467e-06,8.129467e-06,-13.429,2.7051e+05,-5.56929e-06,-1.13322921e-06,5.63804e-08,-1.60975,0.0061254,8.6059e-05
1118250,0.0004990528124607628,2504.890753,7.851664466657812,1.003964e-05,1.003964e-05,-13.075,2.7051e+05,-6.79019e-06,-2.33866998e-06,5.7033e-08,-1.61593,0.0078128,0.00010988
1127196,0.000503045234960922,2504.890753,7.914528073283817,1.217896e-05,1.217896e-05,-12.626,2.7051e+05,-8.15785e-06,-3.69282992e-06,5.76874e-08,-1.62193,0.0096547,0.00013562
1136142,0.0005070376574610811,2504.890753,7.977391679909822,1.454118e-05,1.454118e-05,-12.222,2.705e+05,-9.6686e-06,-5.19133638e-06,5.83435e-08,-1.62775,0.011629,0.00016311
1145088,0.0005110300799612403,2504.890753,8.040255286535832,1.711941e-05,1.711941e-05,-12.043,2.705e+05,-1.13178e-05,-6.82791211e-06,5.90014e-08,-1.63339,0.013713,0.00019254
1154034,0.0005150225024613995,2504.890753,8.103118893161845,1.990612e-05,1.990612e-05,-11.489,2.705e+05,-1.31007e-05,-8.60201288e-06,5.96613e-08,-1.63885,0.015883,0.00022302
1162980,0.0005190149249615587,2504.890753,8.165982499787859,2.289323e-05,2.289323e-05,-10.879,2.705e+05,-1.50112e-05,-1.05020235e-05,6.03233e-08,-1.64412,0.018114,0.00025406
1171926,0.0005230073474617178,2504.890753,8.228846106413872,2.607203e-05,2.607203e-05,-10.474,2.705e+05,-1.70448e-05,-1.25242775e-05,6.09877e-08,-1.64921,0.020379,0.0002859
1180872,0.000526999769961877,2504.890753,8.291709713039886,2.943326e-05,2.943326e-05,-9.9177,2.705e+05,-1.91958e-05,-1.46616079e-05,6.16549e-08,-1.6541,0.022652,0.00031768
1189818,0.0005309921924620362,2504.890753,8.3545733196659,3.296716e-05,3.296716e-05,-9.4921,2.705e+05,-2.14573e-05,-1.69104067e-05,6.23252e-08,-1.6588,0.024907,0.00034963
1198764,0.0005349846149621954,2504.890753,8.417436926291913,3.666348e-05,3.666348e-05,-8.7656,2.705e+05,-2.38225e-05,-1.92642162e-05,6.29992e-08,-1.6633,0.027118,0.00038067
1207710,0.0005389770374623546,2504.890753,8.480300532917926,4.051147e-05,4.051147e-05,-8.0662,2.705e+05,-2.62848e-05,-2.17152524e-05,6.36774e-08,-1.6676,0.029259,0.00041031
1216656,0.0005429694599625137,2504.890753,8.54316413954394,4.449995e-05,4.449995e-05,-7.6232,2.705e+05,-2.88371e-05,-2.42538244e-05,6.43604e-08,-1.6717,0.031305,0.00043905
1225602,0.0005469618824626729,2504.890753,8.606027746169953,4.861734e-05,4.861734e-05,-6.9394,2.705e+05,-3.14717e-05,-2.68752443e-05,6.50491e-08,-1.6756,0.033233,0.00046627
1234548,0.0005509543049628321,2504.890753,8.668891352795967,5.28517e-05,5.28517e-05,-6.2667,2.705e+05,-3.41814e-05,-2.95722862e-05,6.57442e-08,-1.67931,0.03502,0.00049134
1243494,0.0005549467274629913,2504.890753,8.73175495942198,5.719074e-05,5.719074e-05,-5.5533,2.705e+05,-3.6958e-05,-3.23373041e-05,6.64467e-08,-1.68281,0.036647,0.00051412
